"execution_idx","application","case","version","exception_name","frame_level","search_budget","fitness_function_value","number_of_fitness_evaluations","fitness_function_evolution","p_object_pool","seed_clone","seed_mutations"
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,200,"[4.8,100][0.0,200]",0.9,1.0,3
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,200,"[0.32941176470588235,100][0.0,200]",0.9,1.0,3
7,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,22000,"[0.42857142857142855,100]",0.9,1.0,3
7,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,22800,"[0.6923076923076923,100]",0.9,1.0,3
8,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
8,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
8,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,22200,"[0.42857142857142855,100]",0.6,1.0,3
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,300,"[0.32954545454545453,100][0.0,300]",0.9,1.0,3
14,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,2000,"[0.32954545454545453,100][0.32941176470588235,200][0.0,2000]",0.6,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,600,"[4.8,100][4.0,200][3.0,300][0.32954545454545453,500][0.0,600]",0.6,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,300,"[0.32954545454545453,100][0.0,300]",0.6,1.0,3
8,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,23800,"[3.0,100][0.6923076923076923,300]",0.6,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,200,"[4.8,100][0.0,200]",0.9,1.0,3
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,1100,"[0.32954545454545453,100][0.32941176470588235,300][0.0,1100]",0.6,1.0,3
8,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
8,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,400,"[0.32941176470588235,100][0.0,400]",0.9,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,300,"[0.32954545454545453,100][0.0,300]",0.6,1.0,3
8,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,21600,"[0.42857142857142855,100]",0.9,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,200,"[0.32941176470588235,100][0.0,200]",0.6,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,1000,"[0.32954545454545453,100][0.32941176470588235,200][0.3181818181818182,400][0.0,1000]",0.9,1.0,3
8,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,23400,"[0.6923076923076923,100]",0.9,1.0,3
9,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
9,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,200,"[4.8,100][0.0,200]",0.9,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,500,"[4.8,100][3.0,200][0.32954545454545453,300][0.0,500]",0.6,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,300,"[0.32941176470588235,100][0.0,300]",0.9,1.0,3
9,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,23300,"[0.42857142857142855,100]",0.6,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,200,"[0.32941176470588235,100][0.0,200]",0.6,1.0,3
9,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,24900,"[0.6923076923076923,100]",0.6,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,300,"[4.8,100][0.32954545454545453,200][0.0,300]",0.6,1.0,3
9,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
9,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,500,"[0.32954545454545453,100][0.0,500]",0.9,1.0,3
9,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,20500,"[0.42857142857142855,100]",0.9,1.0,3
9,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,21900,"[3.0,100][0.6923076923076923,200]",0.9,1.0,3
10,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,200,"[0.32954545454545453,100][0.0,200]",0.6,1.0,3
10,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,1000,"[0.32954545454545453,100][0.32941176470588235,400][0.3181818181818182,800][0.0,1000]",0.6,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,500,"[4.8,100][0.32954545454545453,200][0.0,500]",0.9,1.0,3
10,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,29400,"[0.42857142857142855,100]",0.6,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,500,"[0.32941176470588235,100][0.0,500]",0.9,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,200,"[0.32941176470588235,100][0.0,200]",0.9,1.0,3
10,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,21100,"[0.6923076923076923,100]",0.6,1.0,3
10,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,400,"[4.8,100][0.32954545454545453,200][0.0,400]",0.6,1.0,3
10,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,300,"[0.32941176470588235,100][0.0,300]",0.6,1.0,3
10,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,22300,"[0.42857142857142855,100]",0.9,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,300,"[4.8,100][4.0,200][0.0,300]",0.9,1.0,3
10,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,23200,"[0.6923076923076923,100]",0.9,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,700,"[0.32954545454545453,100][0.32941176470588235,300][0.0,700]",0.6,1.0,3
11,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
11,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
11,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,20100,"[0.42857142857142855,100]",0.6,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,600,"[0.32941176470588235,100][0.0,600]",0.9,1.0,3
20,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,300,"[4.8,100][4.0,200][0.0,300]",0.6,1.0,3
11,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,23100,"[0.6923076923076923,100]",0.6,1.0,3
11,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
11,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
20,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,200,"[0.32954545454545453,100][0.0,200]",0.6,1.0,3
11,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,23100,"[0.42857142857142855,100]",0.9,1.0,3
20,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,300,"[4.8,100][3.0,200][0.0,300]",0.9,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,2000,"[0.32954545454545453,100][0.32941176470588235,1100][0.0,2000]",0.9,1.0,3
20,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,200,"[0.32941176470588235,100][0.0,200]",0.6,1.0,3
11,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,22000,"[3.0,100][0.6923076923076923,200]",0.9,1.0,3
20,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,300,"[0.32941176470588235,100][0.0,300]",0.9,1.0,3
20,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,400,"[0.32941176470588235,100][0.0,400]",0.9,1.0,3
12,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
21,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,500,"[4.8,100][0.32954545454545453,200][0.0,500]",0.6,1.0,3
12,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
21,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,300,"[0.32954545454545453,100][0.0,300]",0.6,1.0,3
12,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,21900,"[0.42857142857142855,100]",0.6,1.0,3
12,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,29700,"[0.6923076923076923,100]",0.6,1.0,3
21,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,1400,"[0.32954545454545453,100][0.32941176470588235,300][0.0,1400]",0.6,1.0,3
12,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
12,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
12,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,22400,"[0.42857142857142855,100]",0.9,1.0,3
12,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,21400,"[0.6923076923076923,100]",0.9,1.0,3
13,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
13,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
21,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,200,"[4.8,100][0.0,200]",0.9,1.0,3
13,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,23800,"[0.42857142857142855,100]",0.6,1.0,3
13,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,22500,"[0.6923076923076923,100]",0.6,1.0,3
21,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,300,"[0.32941176470588235,100][0.0,300]",0.9,1.0,3
13,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
21,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,200,"[0.32941176470588235,100][0.0,200]",0.9,1.0,3
13,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
22,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,200,"[4.8,100][0.0,200]",0.6,1.0,3
13,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,20500,"[0.42857142857142855,100]",0.9,1.0,3
13,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,21800,"[0.6923076923076923,100]",0.9,1.0,3
14,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
14,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
14,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,24300,"[0.42857142857142855,100]",0.6,1.0,3
22,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,300,"[0.32941176470588235,100][0.0,300]",0.6,1.0,3
22,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,400,"[4.8,100][0.32954545454545453,200][0.0,400]",0.9,1.0,3
14,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,23000,"[0.6923076923076923,100]",0.6,1.0,3
14,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
14,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
14,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,23100,"[0.42857142857142855,100]",0.9,1.0,3
22,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,500,"[0.32954545454545453,100][0.0,500]",0.9,1.0,3
22,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,600,"[0.32954545454545453,100][0.32941176470588235,300][0.0,600]",0.9,1.0,3
14,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,23500,"[0.6923076923076923,100]",0.9,1.0,3
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
23,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,100,"[0.0,100]",0.6,1.0,3
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
22,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,500,"[0.32954545454545453,100][0.0,500]",0.6,1.0,3
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,20400,"[0.42857142857142855,100]",0.6,1.0,3
23,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,400,"[4.8,100][0.32954545454545453,200][0.0,400]",0.6,1.0,3
23,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,200,"[4.8,100][0.0,200]",0.9,1.0,3
23,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,100,"[0.0,100]",0.6,1.0,3
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,23000,"[0.6923076923076923,100]",0.6,1.0,3
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,13200,"[0.42857142857142855,100]",0.9,1.0,3
23,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,600,"[0.32954545454545453,100][0.32941176470588235,300][0.0,600]",0.9,1.0,3
15,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,22200,"[0.6923076923076923,100]",0.9,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
23,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,200,"[0.32954545454545453,100][0.0,200]",0.9,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,23700,"[0.42857142857142855,100]",0.6,1.0,3
24,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,200,"[4.8,100][0.0,200]",0.6,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,23100,"[0.6923076923076923,100]",0.6,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,22400,"[0.42857142857142855,100]",0.9,1.0,3
24,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,300,"[4.8,100][3.0,200][0.0,300]",0.9,1.0,3
24,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,200,"[0.32941176470588235,100][0.0,200]",0.6,1.0,3
25,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,300,"[4.8,100][3.0,200][0.0,300]",0.6,1.0,3
16,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,24500,"[3.0,100][0.6923076923076923,200]",0.9,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,22200,"[0.42857142857142855,100]",0.6,1.0,3
24,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,300,"[0.32954545454545453,100][0.32941176470588235,200][0.0,300]",0.6,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,21200,"[0.6923076923076923,100]",0.6,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
24,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,500,"[0.32941176470588235,100][0.0,500]",0.9,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
25,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,200,"[4.8,100][0.0,200]",0.9,1.0,3
25,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,300,"[0.32941176470588235,100][0.0,300]",0.6,1.0,3
24,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,1500,"[0.32954545454545453,100][0.32941176470588235,500][0.3181818181818182,600][0.0,1500]",0.9,1.0,3
25,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,300,"[0.32954545454545453,100][0.0,300]",0.9,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,21700,"[0.42857142857142855,100]",0.9,1.0,3
25,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,600,"[0.32941176470588235,100][0.0,600]",0.9,1.0,3
17,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,22600,"[0.6923076923076923,100]",0.9,1.0,3
26,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,500,"[4.8,100][3.0,200][0.0,500]",0.6,1.0,3
25,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,200,"[0.32954545454545453,100][0.0,200]",0.6,1.0,3
26,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,300,"[0.32941176470588235,100][0.0,300]",0.6,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
26,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,400,"[0.32954545454545453,100][0.0,400]",0.6,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,26400,"[0.42857142857142855,100]",0.6,1.0,3
26,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,500,"[4.8,100][3.0,200][0.32954545454545453,400][0.0,500]",0.9,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,23600,"[0.6923076923076923,100]",0.6,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
26,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,200,"[0.32941176470588235,100][0.0,200]",0.9,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
26,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,900,"[0.32954545454545453,100][0.32941176470588235,200][0.0,900]",0.9,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,23500,"[0.42857142857142855,100]",0.9,1.0,3
27,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,600,"[4.8,100][4.0,200][3.0,500][0.0,600]",0.6,1.0,3
27,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,400,"[0.32941176470588235,100][0.0,400]",0.6,1.0,3
27,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,300,"[0.32954545454545453,100][0.32941176470588235,200][0.0,300]",0.6,1.0,3
18,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,24000,"[0.6923076923076923,100]",0.9,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
27,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,400,"[4.8,100][0.32954545454545453,200][0.0,400]",0.9,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,21100,"[0.42857142857142855,100]",0.6,1.0,3
27,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,400,"[0.32954545454545453,100][0.0,400]",0.9,1.0,3
28,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,200,"[4.8,100][0.0,200]",0.6,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,24000,"[0.6923076923076923,100]",0.6,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.9,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.9,1.0,3
27,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,400,"[0.32941176470588235,100][0.0,400]",0.9,1.0,3
28,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,200,"[0.32941176470588235,100][0.0,200]",0.6,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,22900,"[0.42857142857142855,100]",0.9,1.0,3
19,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,22100,"[0.6923076923076923,100]",0.9,1.0,3
28,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,6,62328,0.0,400,"[0.32954545454545453,100][0.32941176470588235,300][0.0,400]",0.6,1.0,3
20,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,1,62328,,,,0.6,1.0,3
20,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,2,62328,,,,0.6,1.0,3
28,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,5,62328,0.0,500,"[0.32941176470588235,100][0.0,500]",0.9,1.0,3
28,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,800,"[4.8,100][3.0,200][0.0,800]",0.9,1.0,3
20,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,4,62328,0.42857142857142855,21400,"[0.42857142857142855,100]",0.6,1.0,3
29,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,3,62328,0.0,300,"[4.8,100][0.32954545454545453,200][0.0,300]",0.6,1.0,3
20,math,MATH-51b,51b,org.apache.commons.math.exception.TooManyEvaluationsException,7,62328,0.6923076923076923,23700,"[0.6923076923076923,100]",0.6,1.0,3
